Date_Time2,Year,Air_T,Water_T,S
17.08.2008 12:00,2008,23,10,20
17.08.2008 18:00,2008,13.4,10.8,21
18.08.2008 0:00,2008,20,4,22
18.08.2008 6:00,2008,9,8.2,20
18.08.2008 12:00,2008,NA,NA,19
18.08.2008 18:00,2008,11.8,NA,18
19.08.2008 0:00,2008,9.2,10.2,20
19.08.2008 6:00,2008,NA,NA,22
19.08.2008 12:00,2008,NA,NA,21
19.08.2008 18:00,2008,8,9.2,21
20.08.2008 0:00,2008,14.8,9.4,20
20.08.2008 6:00,2008,7.2,9,23
20.08.2008 12:00,2008,NA,NA,24
09.06.2009 12:00,2009,9.2,6.6,22
09.06.2009 18:00,2009,9.6,7.1,22
10.06.2009 0:00,2009,8.9,8.1,19
10.06.2009 6:00,2009,NA,NA,NA
10.06.2009 12:00,2009,13.9,7.9,22
10.06.2009 18:00,2009,11.9,7.7,23
11.06.2009 0:00,2009,9.6,8.6,23
11.06.2009 6:00,2009,NA,NA,NA
11.06.2009 12:00,2009,12.2,9.3,23
11.06.2009 18:00,2009,11.2,9,22
12.06.2009 0:00,2009,9.7,8.6,22
12.06.2009 6:00,2009,NA,NA,NA
12.06.2009 12:00,2009,10.5,13.1,22
12.06.2009 18:00,2009,17.4,10.2,22
13.06.2009 0:00,2009,11.7,9.7,24
13.06.2009 6:00,2009,NA,NA,NA
13.06.2009 12:00,2009,14.4,9.2,20
13.06.2009 18:00,2009,15.6,10,22
14.06.2009 0:00,2009,12.9,10.2,21
14.06.2009 6:00,2009,17.8,9.2,21
14.06.2009 12:00,2009,13.6,10.1,22
14.06.2009 18:00,2009,13.6,11.1,21
15.06.2009 0:00,2009,12.3,11.4,21
15.06.2009 6:00,2009,10,9.6,20
15.06.2009 12:00,2009,13.2,10.4,21
15.06.2009 18:00,2009,13.2,11.1,18
16.06.2009 0:00,2009,11.6,11.4,21
16.06.2009 6:00,2009,10.6,10.8,20
16.06.2009 12:00,2009,12.4,11.2,21
16.06.2009 18:00,2009,15.2,13,20
17.06.2009 0:00,2009,12.6,10.8,21
17.06.2009 6:00,2009,11.4,10.3,21
17.06.2009 12:00,2009,12.6,11.8,20
17.06.2009 18:00,2009,12.9,11.1,21
18.06.2009 0:00,2009,9.4,10.3,21
18.06.2009 6:00,2009,8.1,10.2,21
18.06.2009 12:00,2009,7.4,10.4,19
18.06.2009 18:00,2009,7.2,9.9,20
19.06.2009 0:00,2009,6.3,7.8,20
19.06.2009 6:00,2009,5.8,9.6,19
19.06.2009 12:00,2009,6.4,9.2,21
19.06.2009 18:00,2009,8.2,8.8,20
20.06.2009 0:00,2009,6.2,8.2,18
20.06.2009 6:00,2009,6.1,7,20
20.06.2009 12:00,2009,8.8,8.2,19
20.06.2009 18:00,2009,10.4,8,21
21.06.2009 0:00,2009,7.2,7.6,20
21.06.2009 6:00,2009,5.7,8.4,20
21.06.2009 12:00,2009,8.8,8.2,21
21.06.2009 18:00,2009,10.2,7.4,23
22.06.2009 0:00,2009,8,7.8,22
22.06.2009 6:00,2009,7.5,5.3,21
22.06.2009 12:00,2009,11.8,7.8,21
22.06.2009 18:00,2009,11.4,8.6,21
23.06.2009 0:00,2009,10.6,9.4,22
23.06.2009 6:00,2009,12.3,9.6,NA
23.06.2009 12:00,2009,14.6,11.2,21
23.06.2009 18:00,2009,12.8,10.8,24
24.06.2009 0:00,2009,11.2,9.6,24
24.06.2009 6:00,2009,9.4,9.8,22
24.06.2009 12:00,2009,12.8,10.4,22
24.06.2009 18:00,2009,13,8.8,24
25.06.2009 0:00,2009,10,11.4,NA
25.06.2009 6:00,2009,10.8,9.8,21
25.06.2009 12:00,2009,11,12.2,NA
25.06.2009 18:00,2009,13,10.8,21
26.06.2009 0:00,2009,12.4,10.8,22
26.06.2009 6:00,2009,11.2,9.8,22
26.06.2009 12:00,2009,20.2,10.6,21
26.06.2009 18:00,2009,20.8,10.2,21
27.06.2009 0:00,2009,14,11.1,22
27.06.2009 6:00,2009,10.8,11,22
27.06.2009 12:00,2009,11.6,11.2,21
27.06.2009 18:00,2009,15.4,12.2,22
28.06.2009 0:00,2009,11.2,10.4,23
28.06.2009 6:00,2009,8.4,9.2,22
28.06.2009 12:00,2009,10.2,10.4,25
28.06.2009 18:00,2009,11.4,11.2,27
29.06.2009 0:00,2009,10,10.1,NA
29.06.2009 6:00,2009,9,9.8,27
29.06.2009 12:00,2009,11.2,10.9,23
29.06.2009 18:00,2009,13.4,12,22
30.06.2009 0:00,2009,11.2,11.4,22
30.06.2009 6:00,2009,8.8,12.2,23
30.06.2009 12:00,2009,18.2,15.6,20
30.06.2009 18:00,2009,23.4,16.6,23
01.07.2009 0:00,2009,14.4,13,21
01.07.2009 6:00,2009,11.8,12.6,22
01.07.2009 12:00,2009,16.8,14.2,20
01.07.2009 18:00,2009,17.2,12.9,23
02.07.2009 0:00,2009,13.3,12.6,NA
02.07.2009 6:00,2009,10.6,12.5,21
02.07.2009 12:00,2009,12.1,12.8,21
02.07.2009 18:00,2009,14.6,12.8,22
03.07.2009 0:00,2009,13.1,12.3,22
03.07.2009 6:00,2009,6.1,10.5,22
03.07.2009 12:00,2009,7.2,9.9,23
03.07.2009 18:00,2009,9.2,9.2,23
04.07.2009 0:00,2009,4.7,9.4,22
04.07.2009 6:00,2009,4.6,7.2,24
04.07.2009 12:00,2009,7.2,8.7,23
04.07.2009 18:00,2009,7.4,8.9,22
05.07.2009 0:00,2009,5.6,9.2,23
05.07.2009 6:00,2009,5,8.2,23
05.07.2009 12:00,2009,8.6,8.4,23
05.07.2009 18:00,2009,9.9,9,23
06.07.2009 0:00,2009,7.9,7.6,24
06.07.2009 6:00,2009,6.1,8.1,22
06.07.2009 12:00,2009,9.2,8.2,23
06.07.2009 18:00,2009,9.9,8.7,24
07.07.2009 0:00,2009,7.8,7.9,NA
07.07.2009 6:00,2009,6.9,8.3,22
07.07.2009 12:00,2009,9.8,8.4,23
07.07.2009 18:00,2009,11.6,8.7,23
08.07.2009 0:00,2009,6.8,7.7,NA
08.07.2009 6:00,2009,5.6,7.8,22
08.07.2009 12:00,2009,12.6,9.2,23
08.07.2009 18:00,2009,13.2,10.1,22
09.07.2009 0:00,2009,11.5,10.4,21
09.07.2009 6:00,2009,11.4,9.8,20
09.07.2009 12:00,2009,13.6,11.2,18
09.07.2009 18:00,2009,13.3,11.3,19
10.07.2009 0:00,2009,12.9,11.2,19
10.07.2009 6:00,2009,12.5,10.9,18
10.07.2009 12:00,2009,11,10.8,19
10.07.2009 18:00,2009,12,11,19
11.07.2009 0:00,2009,11.8,11,18
11.07.2009 6:00,2009,12.1,9.2,22
11.07.2009 12:00,2009,13.3,9.4,22
11.07.2009 18:00,2009,13.8,10.4,22
12.07.2009 0:00,2009,14.2,9.6,22
12.07.2009 6:00,2009,10.4,9.8,22
12.07.2009 12:00,2009,15.2,11,20
12.07.2009 18:00,2009,15.2,12,21
13.07.2009 0:00,2009,14.6,11.2,20
13.07.2009 6:00,2009,NA,NA,21
13.07.2009 12:00,2009,17,13,18
13.07.2009 18:00,2009,16,14,19
14.07.2009 0:00,2009,15,12.8,18
14.07.2009 6:00,2009,NA,NA,NA
14.07.2009 12:00,2009,14.8,12.6,18
14.07.2009 18:00,2009,14.4,12.2,19
15.07.2009 0:00,2009,14.6,12,19
15.07.2009 6:00,2009,14.2,10.6,22
15.07.2009 12:00,2009,18.6,16,17
15.07.2009 18:00,2009,17,13.8,20
16.07.2009 0:00,2009,14,14.6,15
16.07.2009 6:00,2009,10,12.5,18
16.07.2009 12:00,2009,13.4,12.3,20
16.07.2009 18:00,2009,15.3,14.9,19
17.07.2009 0:00,2009,13.6,13.8,17
17.07.2009 6:00,2009,12.7,NA,17
17.07.2009 12:00,2009,14.2,13.8,17
17.07.2009 18:00,2009,13.1,11.8,21
18.07.2009 0:00,2009,8.1,12,20
18.07.2009 6:00,2009,8.8,11.4,20
18.07.2009 12:00,2009,12,12,19
18.07.2009 18:00,2009,12,11.6,19
19.07.2009 0:00,2009,7,12,21
19.07.2009 6:00,2009,16,10.4,19
19.07.2009 12:00,2009,11.2,11.4,20
19.07.2009 18:00,2009,14.9,11.4,21
20.07.2009 0:00,2009,9,12.2,19
20.07.2009 6:00,2009,9,12,19
20.07.2009 12:00,2009,13,12.9,19
20.07.2009 18:00,2009,14.1,13.8,19
21.07.2009 0:00,2009,13.5,14,22
21.07.2009 6:00,2009,12.2,11.2,21
21.07.2009 12:00,2009,13.4,12.2,20
21.07.2009 18:00,2009,13.8,11.5,22
22.07.2009 0:00,2009,11.8,10.9,22
22.07.2009 6:00,2009,10.6,NA,22
22.07.2009 12:00,2009,12,10.4,21
22.07.2009 18:00,2009,12.4,11.9,22
23.07.2009 0:00,2009,12.2,11.9,21
23.07.2009 6:00,2009,13,11.8,21
23.07.2009 12:00,2009,15.2,12.4,23
23.07.2009 18:00,2009,15.6,12.2,23
24.07.2009 0:00,2009,12.6,14.2,20
24.07.2009 6:00,2009,10.6,11.9,24
24.07.2009 12:00,2009,14.6,13,22
24.07.2009 18:00,2009,15.4,13.8,22
25.07.2009 0:00,2009,12,13.6,22
25.07.2009 6:00,2009,9.8,11.6,21
25.07.2009 12:00,2009,16,15.3,22
25.07.2009 18:00,2009,13.4,13.2,23
26.07.2009 0:00,2009,12.9,12,22
26.07.2009 6:00,2009,12.8,11.6,22
26.07.2009 12:00,2009,14.6,12.6,23
26.07.2009 18:00,2009,14.1,12.2,24
27.07.2009 0:00,2009,14.2,12,23
27.07.2009 6:00,2009,14.4,12.6,23
27.07.2009 12:00,2009,17,12.8,21
27.07.2009 18:00,2009,20.4,14.2,22
28.07.2009 0:00,2009,15.8,13.2,21
28.07.2009 6:00,2009,15.6,13.2,20
28.07.2009 12:00,2009,15.2,13.4,20
28.07.2009 18:00,2009,16.3,14.3,19
29.07.2009 0:00,2009,15.2,13.3,21
29.07.2009 6:00,2009,14.6,14.8,20
29.07.2009 12:00,2009,14.2,13.1,20
29.07.2009 18:00,2009,12.9,16,20
30.07.2009 0:00,2009,14.4,14.2,20
30.07.2009 6:00,2009,14.7,14.7,20
30.07.2009 12:00,2009,18.2,15.8,19
30.07.2009 18:00,2009,19.6,19.2,18
31.07.2009 0:00,2009,15.3,16,19
31.07.2009 6:00,2009,14.6,15.4,19
31.07.2009 12:00,2009,17,16.2,19
31.07.2009 18:00,2009,17.8,18.4,19
01.08.2009 0:00,2009,14.8,16.2,19
01.08.2009 6:00,2009,14.6,16.2,18
01.08.2009 12:00,2009,17.1,16,19
01.08.2009 18:00,2009,19.2,16.2,18
02.08.2009 0:00,2009,14.1,11.2,16
02.08.2009 6:00,2009,13.2,17.2,17
02.08.2009 12:00,2009,17.4,16.2,21
02.08.2009 18:00,2009,19.8,16,19
03.08.2009 0:00,2009,15,17.3,19
03.08.2009 6:00,2009,11,15,19
03.08.2009 12:00,2009,12.6,15.8,19
03.08.2009 18:00,2009,17.2,16,21
04.08.2009 0:00,2009,12.2,16.4,18
04.08.2009 6:00,2009,8.2,14.8,19
04.08.2009 12:00,2009,11.8,14,19
04.08.2009 18:00,2009,13,15.8,20
05.08.2009 0:00,2009,11.8,15.2,21
05.08.2009 6:00,2009,11.6,14.2,20
05.08.2009 12:00,2009,15.2,14.4,20
05.08.2009 18:00,2009,16.3,16.8,19
06.08.2009 0:00,2009,13.8,15.5,19
06.08.2009 6:00,2009,9.5,14.2,19
06.08.2009 12:00,2009,14.6,15.2,20
06.08.2009 18:00,2009,15.2,16.3,17
07.08.2009 0:00,2009,13.8,15.8,19
07.08.2009 6:00,2009,13.6,14.8,18
07.08.2009 12:00,2009,20.1,16,19
07.08.2009 18:00,2009,18.9,17,18
08.08.2009 0:00,2009,14,17,19
08.08.2009 6:00,2009,14.2,16.2,17
08.08.2009 12:00,2009,16,16.6,17
08.08.2009 18:00,2009,19.8,17.2,20
09.08.2009 0:00,2009,15.5,17.2,19
09.08.2009 6:00,2009,13.4,15.6,18
09.08.2009 12:00,2009,20.2,16.8,17
09.08.2009 18:00,2009,15.9,17.4,19
10.08.2009 0:00,2009,16.2,17,17
10.08.2009 6:00,2009,NA,NA,NA
10.08.2009 12:00,2009,17.2,16.3,16
10.08.2009 18:00,2009,14.2,15,NA
11.08.2009 0:00,2009,13.9,15.6,17
11.08.2009 6:00,2009,13.4,15.2,16
11.08.2009 12:00,2009,15,15.6,16
11.08.2009 18:00,2009,16.6,16.1,16
12.08.2009 0:00,2009,15,16,19
12.08.2009 6:00,2009,12.6,15.4,18
12.08.2009 12:00,2009,18,16.2,20
12.08.2009 18:00,2009,18.2,17,18
13.08.2009 0:00,2009,16.4,13.5,17
13.08.2009 6:00,2009,15,16.2,17
13.08.2009 12:00,2009,14.8,14.2,16
13.08.2009 18:00,2009,16.9,15.1,18
14.08.2009 0:00,2009,15.4,14.2,20
14.08.2009 6:00,2009,8.8,15,18
14.08.2009 12:00,2009,15.8,16.2,15
14.08.2009 18:00,2009,18,17.4,16
15.08.2009 0:00,2009,14.8,16.8,16
15.08.2009 6:00,2009,9.8,15.9,17
15.08.2009 12:00,2009,15.8,16.2,17
15.08.2009 18:00,2009,18,16.2,18
16.08.2009 0:00,2009,11.8,15.8,17
16.08.2009 6:00,2009,10,15.4,16
16.08.2009 12:00,2009,13.2,15.2,16
16.08.2009 18:00,2009,15.2,15,16
17.08.2009 0:00,2009,11.4,12.4,16
17.08.2009 6:00,2009,8.2,14.4,15
17.08.2009 12:00,2009,7.6,14.4,15
17.08.2009 18:00,2009,8.7,13.2,15
18.08.2009 0:00,2009,9.2,14.6,18
18.08.2009 6:00,2009,13.6,7.8,18
18.08.2009 12:00,2009,10.4,13.6,19
18.08.2009 18:00,2009,11.4,14,19
19.08.2009 0:00,2009,8,13.8,18
19.08.2009 6:00,2009,6.6,11.6,18
19.08.2009 12:00,2009,12.4,14.2,17
19.08.2009 18:00,2009,14.7,14.4,16
20.08.2009 0:00,2009,10.6,13.4,17
20.08.2009 6:00,2009,8,13,18
20.08.2009 12:00,2009,11.8,13.4,17
20.08.2009 18:00,2009,14.2,12.8,20
21.08.2009 0:00,2009,12.2,12.6,17
21.08.2009 6:00,2009,12,13.2,18
21.08.2009 12:00,2009,12.6,13.1,17
21.08.2009 18:00,2009,14.2,12.8,20
22.08.2009 0:00,2009,NA,NA,17
22.08.2009 6:00,2009,8.7,12.2,19
22.08.2009 12:00,2009,15.8,12.4,19
22.08.2009 18:00,2009,17.8,13.8,19
23.08.2009 0:00,2009,12.6,11.4,NA
23.08.2009 6:00,2009,13.8,12.6,NA
01.06.2010 12:00,2010,9,7.4,16
01.06.2010 18:00,2010,12.4,9.2,NA
02.06.2010 0:00,2010,7.4,8.8,14
02.06.2010 6:00,2010,NA,NA,14
02.06.2010 12:00,2010,10.4,9.4,14
02.06.2010 18:00,2010,10,10.8,NA
03.06.2010 0:00,2010,7.7,10,15
03.06.2010 6:00,2010,NA,NA,15
03.06.2010 12:00,2010,9.4,10,15
03.06.2010 18:00,2010,10,10.2,NA
04.06.2010 0:00,2010,8.4,9.8,10
04.06.2010 6:00,2010,NA,NA,17
04.06.2010 12:00,2010,10,7.4,17
04.06.2010 18:00,2010,11.2,7.8,NA
05.06.2010 0:00,2010,5.6,7.8,16
05.06.2010 6:00,2010,NA,NA,16
05.06.2010 12:00,2010,7.9,7.6,15
05.06.2010 18:00,2010,NA,8.8,NA
06.06.2010 0:00,2010,6.2,7.8,17
06.06.2010 6:00,2010,NA,NA,17
06.06.2010 12:00,2010,6.6,7.2,12
06.06.2010 18:00,2010,7.8,7,NA
07.06.2010 0:00,2010,6.4,6.8,18
07.06.2010 6:00,2010,NA,NA,18
07.06.2010 12:00,2010,6.4,6.2,18
07.06.2010 18:00,2010,9,6.8,NA
08.06.2010 0:00,2010,7,6.2,19
08.06.2010 6:00,2010,NA,NA,19
08.06.2010 12:00,2010,9.2,6.8,18
08.06.2010 18:00,2010,11.6,6.2,NA
09.06.2010 0:00,2010,7,6.2,18
09.06.2010 6:00,2010,NA,NA,18
09.06.2010 12:00,2010,9.2,7.8,18
09.06.2010 18:00,2010,11,9.2,NA
10.06.2010 0:00,2010,9.2,9.4,19
10.06.2010 6:00,2010,NA,NA,21
10.06.2010 12:00,2010,8.2,7.4,21
10.06.2010 18:00,2010,11.4,6.2,NA
11.06.2010 0:00,2010,6.6,6,NA
11.06.2010 6:00,2010,NA,NA,NA
11.06.2010 12:00,2010,NA,NA,20
11.06.2010 18:00,2010,NA,NA,19
12.06.2010 0:00,2010,7.9,5.1,19
12.06.2010 6:00,2010,5.8,5.2,18
12.06.2010 12:00,2010,10.8,7.4,18
12.06.2010 18:00,2010,13.4,9.2,19
13.06.2010 0:00,2010,10,8.8,20
13.06.2010 6:00,2010,9,7.2,19
13.06.2010 12:00,2010,10.6,7.2,19
13.06.2010 18:00,2010,10.2,7.6,18
14.06.2010 0:00,2010,8.2,8.4,18
14.06.2010 6:00,2010,4,7.8,18
14.06.2010 12:00,2010,9.2,8.6,17
14.06.2010 18:00,2010,10.8,8.8,18
15.06.2010 0:00,2010,10.8,9.2,18
15.06.2010 6:00,2010,6.8,8.6,18
15.06.2010 12:00,2010,11,9,19
15.06.2010 18:00,2010,15,9.2,15
16.06.2010 0:00,2010,12,9.4,15
16.06.2010 6:00,2010,8.8,9,16
16.06.2010 12:00,2010,5.2,3.6,18
16.06.2010 18:00,2010,7,4.8,18
17.06.2010 0:00,2010,2.2,4,18
17.06.2010 6:00,2010,0.8,3.8,18
17.06.2010 12:00,2010,7,4.8,19
17.06.2010 18:00,2010,9,6.2,18
18.06.2010 0:00,2010,5.6,4.2,18
18.06.2010 6:00,2010,11,4.8,18
18.06.2010 12:00,2010,9,4.9,15
18.06.2010 18:00,2010,13.2,7.8,16
19.06.2010 0:00,2010,8.2,6.8,19
19.06.2010 6:00,2010,11,6.2,18
19.06.2010 12:00,2010,9.2,6.9,17
19.06.2010 18:00,2010,9.4,6.9,15
20.06.2010 0:00,2010,9,7,18
20.06.2010 6:00,2010,7.4,6.8,17
20.06.2010 12:00,2010,10.9,7.4,18
20.06.2010 18:00,2010,10.8,9.4,18
21.06.2010 0:00,2010,9.4,7.8,17
21.06.2010 6:00,2010,7.3,7.1,17
21.06.2010 12:00,2010,10.4,8.2,18
21.06.2010 18:00,2010,9.8,8,18
22.06.2010 0:00,2010,8.4,7.6,16
22.06.2010 6:00,2010,4.8,7.4,17
22.06.2010 12:00,2010,11.2,7.6,17
22.06.2010 18:00,2010,13.6,10,16
23.06.2010 0:00,2010,11.1,8.4,17
23.06.2010 6:00,2010,6.4,7.4,17
23.06.2010 12:00,2010,9,7.6,16
23.06.2010 18:00,2010,10.8,8.8,16
24.06.2010 0:00,2010,5.8,8.2,16
24.06.2010 6:00,2010,4.2,7.8,18
24.06.2010 12:00,2010,10.1,9.1,16
24.06.2010 18:00,2010,12.4,8.8,18
25.06.2010 0:00,2010,9,9.6,17
25.06.2010 6:00,2010,7.4,8,17
25.06.2010 12:00,2010,11.4,9,17
25.06.2010 18:00,2010,13.2,12,17
26.06.2010 0:00,2010,11.2,11,17
26.06.2010 6:00,2010,10.2,9.4,17
26.06.2010 12:00,2010,10.4,10,17
26.06.2010 18:00,2010,11.4,9.9,17
27.06.2010 0:00,2010,11.2,9.4,17
27.06.2010 6:00,2010,8.4,8.8,18
27.06.2010 12:00,2010,11.6,10.8,19
27.06.2010 18:00,2010,10.2,8.1,18
28.06.2010 0:00,2010,7.5,7.2,18
28.06.2010 6:00,2010,5.2,7.6,19
28.06.2010 12:00,2010,7,7.1,19
28.06.2010 18:00,2010,7.6,7.8,19
29.06.2010 0:00,2010,6.1,7.6,18
29.06.2010 6:00,2010,5.2,7,18
29.06.2010 12:00,2010,7.9,7.6,18
29.06.2010 18:00,2010,10.6,10.8,18
30.06.2010 0:00,2010,8.8,8.6,18
30.06.2010 6:00,2010,7.4,8.3,18
30.06.2010 12:00,2010,8.2,8.4,18
30.06.2010 18:00,2010,13.1,8,18
01.07.2010 0:00,2010,9.2,9.6,19
01.07.2010 6:00,2010,8.6,8.2,18
01.07.2010 12:00,2010,16.4,8.4,18
01.07.2010 18:00,2010,13.2,9.1,19
02.07.2010 0:00,2010,11.3,8.2,19
02.07.2010 6:00,2010,10.4,7.4,19
02.07.2010 12:00,2010,9.1,7.1,20
02.07.2010 18:00,2010,9.1,6.4,19
03.07.2010 0:00,2010,5.3,7.2,20
03.07.2010 6:00,2010,5.3,6.4,19
03.07.2010 12:00,2010,10.2,7.4,18
03.07.2010 18:00,2010,13.3,7.2,20
04.07.2010 0:00,2010,9.4,8.2,19
04.07.2010 6:00,2010,8.4,7.2,18
04.07.2010 12:00,2010,19,9,19
04.07.2010 18:00,2010,10.4,10.3,NA
05.07.2010 0:00,2010,9.3,9.6,NA
05.07.2010 6:00,2010,NA,NA,19
05.07.2010 12:00,2010,NA,NA,19
05.07.2010 18:00,2010,10.4,8,19
06.07.2010 0:00,2010,9.1,7.1,19
06.07.2010 6:00,2010,9.1,7.3,18
06.07.2010 12:00,2010,11,7,19
06.07.2010 18:00,2010,14.3,11.1,19
07.07.2010 0:00,2010,11.3,9,19
07.07.2010 6:00,2010,10,8,19
07.07.2010 12:00,2010,15,9,19
07.07.2010 18:00,2010,19,13,18
08.07.2010 0:00,2010,13,10,17
08.07.2010 6:00,2010,11.3,9.9,18
08.07.2010 12:00,2010,15.1,11.3,17
08.07.2010 18:00,2010,19,13.1,16
09.07.2010 0:00,2010,19.4,12.2,17
09.07.2010 6:00,2010,13.8,14.2,17
09.07.2010 12:00,2010,18.2,14,18
09.07.2010 18:00,2010,14.8,14,18
10.07.2010 0:00,2010,13.1,13.9,18
10.07.2010 6:00,2010,13.1,12.4,18
10.07.2010 12:00,2010,17,13,19
10.07.2010 18:00,2010,19.5,13.9,18
11.07.2010 0:00,2010,16.1,14.4,17
11.07.2010 6:00,2010,14.2,12.5,18
11.07.2010 12:00,2010,17.6,15.8,18
11.07.2010 18:00,2010,21.4,16.2,17
12.07.2010 0:00,2010,10.5,12.2,17
12.07.2010 6:00,2010,10.9,13.8,17
12.07.2010 12:00,2010,13.4,14,17
12.07.2010 18:00,2010,16.1,14.5,17
13.07.2010 0:00,2010,14.2,13.9,17
13.07.2010 6:00,2010,15.6,13,19
13.07.2010 12:00,2010,17.1,15.8,19
13.07.2010 18:00,2010,26.1,12.3,18
14.07.2010 0:00,2010,21.4,16.2,18
14.07.2010 6:00,2010,16,13,17
14.07.2010 12:00,2010,14.4,18.4,19
14.07.2010 18:00,2010,16.1,16.1,19
15.07.2010 0:00,2010,16.4,14.3,20
15.07.2010 6:00,2010,18.3,14.3,20
15.07.2010 12:00,2010,15,11.2,19
15.07.2010 18:00,2010,15.5,13.1,19
16.07.2010 0:00,2010,15,11.2,19
16.07.2010 6:00,2010,11.1,10.3,20
16.07.2010 12:00,2010,12.8,11,20
16.07.2010 18:00,2010,15,13,20
17.07.2010 0:00,2010,11.1,16.5,20
17.07.2010 6:00,2010,8.9,9.9,19
17.07.2010 12:00,2010,11,10,19
17.07.2010 18:00,2010,12.8,12.6,20
18.07.2010 0:00,2010,12.5,11.8,20
18.07.2010 6:00,2010,13.1,11.8,19
18.07.2010 12:00,2010,13,12.4,20
18.07.2010 18:00,2010,19.4,14.6,20
19.07.2010 0:00,2010,14.6,13.2,20
19.07.2010 6:00,2010,16.1,12.3,20
19.07.2010 12:00,2010,19.8,12.2,18
19.07.2010 18:00,2010,21.9,12.2,19
20.07.2010 0:00,2010,15,12.2,20
20.07.2010 6:00,2010,13.4,11.2,20
20.07.2010 12:00,2010,17,12.1,20
20.07.2010 18:00,2010,21,15.1,19
21.07.2010 0:00,2010,17.1,13.4,17
21.07.2010 6:00,2010,14.2,13,17
21.07.2010 12:00,2010,17,14,17
21.07.2010 18:00,2010,18,15,17
22.07.2010 0:00,2010,15,15,17
22.07.2010 6:00,2010,15.5,15,18
22.07.2010 12:00,2010,20.4,15,18
22.07.2010 18:00,2010,21.3,15.4,18
23.07.2010 0:00,2010,19.6,14.7,20
23.07.2010 6:00,2010,16.4,13.7,22
23.07.2010 12:00,2010,13.4,11.2,21
23.07.2010 18:00,2010,16.3,11,20
24.07.2010 0:00,2010,11.7,11.3,20
24.07.2010 6:00,2010,6.3,11.2,21
24.07.2010 12:00,2010,15,12.2,20
24.07.2010 18:00,2010,20.3,12.9,21
25.07.2010 0:00,2010,13,13.2,20
25.07.2010 6:00,2010,9.8,11.5,20
25.07.2010 12:00,2010,15.2,12.9,20
25.07.2010 18:00,2010,14.5,11.9,20
26.07.2010 0:00,2010,13.1,10.5,21
26.07.2010 6:00,2010,12,11,20
26.07.2010 12:00,2010,17,12,20
26.07.2010 18:00,2010,19,11,20
27.07.2010 0:00,2010,14,10,20
27.07.2010 6:00,2010,14.9,11.3,21
27.07.2010 12:00,2010,19,13.4,20
27.07.2010 18:00,2010,21.2,12.8,19
28.07.2010 0:00,2010,16,12.1,20
28.07.2010 6:00,2010,12.2,14.2,19
28.07.2010 12:00,2010,17.7,13.4,20
28.07.2010 18:00,2010,19.1,14.8,20
29.07.2010 0:00,2010,17.8,13.6,20
29.07.2010 6:00,2010,16,12.2,20
29.07.2010 12:00,2010,19.1,12.3,NA
29.07.2010 18:00,2010,21.3,15.2,NA
30.07.2010 0:00,2010,16.2,15,NA
30.07.2010 6:00,2010,16,13.4,NA
30.07.2010 12:00,2010,20.3,15.4,20
30.07.2010 18:00,2010,23.3,14.4,NA
31.07.2010 0:00,2010,15,13.3,NA
31.07.2010 6:00,2010,15.3,14.4,NA
31.07.2010 12:00,2010,18.2,15.3,20
31.07.2010 18:00,2010,NA,NA,18
01.08.2010 0:00,2010,19.4,14.2,19
01.08.2010 6:00,2010,16.8,15.1,19
01.08.2010 12:00,2010,18.3,14.3,18
01.08.2010 18:00,2010,21,NA,19
02.08.2010 0:00,2010,16.2,15.1,18
02.08.2010 6:00,2010,15,14,16
02.08.2010 12:00,2010,18.9,15.3,20
02.08.2010 18:00,2010,18.8,17.6,19
03.08.2010 0:00,2010,13.8,14.4,19
03.08.2010 6:00,2010,14.1,13.8,19
03.08.2010 12:00,2010,17.8,15.3,19
03.08.2010 18:00,2010,22.2,15.2,20
04.08.2010 0:00,2010,19,17,19
04.08.2010 6:00,2010,13,13.8,20
04.08.2010 12:00,2010,18.2,15.6,NA
04.08.2010 18:00,2010,18.6,17.6,18
05.08.2010 0:00,2010,NA,NA,19
05.08.2010 6:00,2010,16.7,16,19
05.08.2010 12:00,2010,23.2,16,20
05.08.2010 18:00,2010,24.9,15.9,NA
06.08.2010 0:00,2010,17.7,15,20
06.08.2010 6:00,2010,17.1,15,21
06.08.2010 12:00,2010,15.6,15.4,19
06.08.2010 18:00,2010,15,16,20
07.08.2010 0:00,2010,14.2,15,18
07.08.2010 6:00,2010,11.4,11.3,17
07.08.2010 12:00,2010,16,15.8,NA
07.08.2010 18:00,2010,19.6,16.8,18
08.08.2010 0:00,2010,NA,NA,19
08.08.2010 6:00,2010,14.3,16,18
08.08.2010 12:00,2010,16.6,15,17
08.08.2010 18:00,2010,17.6,16,NA
09.08.2010 0:00,2010,15.8,16.2,20
09.08.2010 6:00,2010,16,14,17
09.08.2010 12:00,2010,18.2,15.4,17
09.08.2010 18:00,2010,19.2,15.3,18
10.08.2010 0:00,2010,14.9,14.1,NA
10.08.2010 6:00,2010,13.6,15.2,17
10.08.2010 12:00,2010,NA,NA,NA
10.08.2010 18:00,2010,14.8,15.2,18
11.08.2010 0:00,2010,13,14.6,19
11.08.2010 6:00,2010,15.2,14.8,19
11.08.2010 12:00,2010,14,14.9,17
11.08.2010 18:00,2010,17.7,15,18
12.08.2010 0:00,2010,14,14.7,18
12.08.2010 6:00,2010,12.3,13.4,17
