Site;Shore;Sample;Position;Lat;Lon;N_T;N_E
Kibr1;Kand;Kibr1;Algae;66.9345;32.82238333;9;146
Kibr1;Kand;Kibr2;Bottom;66.9345;32.82238333;6;152
Kibr1;Kand;Kibr3;Algae;66.9345;32.82238333;15;171
Kibr1;Kand;Kibr4;Bottom;66.9345;32.82238333;3;93
Kibr1;Kand;Kibr5;Algae;66.9345;32.82238333;3;111
Kibr1;Kand;Kibr6;Bottom;66.9345;32.82238333;2;85
Kibr2;Kand;Kibr10;Bottom;66.93538333;32.8249;2;342
Kibr2;Kand;Kibr11;Algae;66.93538333;32.8249;186;452
Kibr2;Kand;Kibr12;Bottom;66.93538333;32.8249;0;82
Kibr2;Kand;Kibr7;Algae;66.93538333;32.8249;40;197
Kibr2;Kand;Kibr8;Bottom;66.93538333;32.8249;6;106
Kibr2;Kand;Kibr9;Algae;66.93538333;32.8249;6;76
Kolv1;Kand;Kolv_1;Algae;67.07536667;32.91685;8;6
Kolv1;Kand;Kolv_2;Bottom;67.07536667;32.91685;8;29
Kolv1;Kand;Kolv_3;Algae;67.07536667;32.91685;11;12
Kolv1;Kand;Kolv_4;Bottom;67.07536667;32.91685;6;23
Kolv1;Kand;Kolv_5;Algae;67.07536667;32.91685;14;8
Kolv1;Kand;Kolv_6;Bottom;67.07536667;32.91685;5;10
Kolv2;Kand;Kolv_10;Bottom;67.063997;32.834742;17;55
Kolv2;Kand;Kolv_11;Algae;67.063997;32.834742;37;120
Kolv2;Kand;Kolv_12;Bottom;67.063997;32.834742;15;81
Kolv2;Kand;Kolv_7;Algae;67.063997;32.834742;32;119
Kolv2;Kand;Kolv_8;Bottom;67.063997;32.834742;10;100
Kolv2;Kand;Kolv_9;Algae;67.063997;32.834742;45;110
Kolv3;Kand;Kolv_13;Algae;67.085468;32.934362;2;1
Kolv3;Kand;Kolv_14;Bottom;67.085468;32.934362;0;6
Kolv3;Kand;Kolv_15;Algae;67.085468;32.934362;2;4
Kolv3;Kand;Kolv_16;Bottom;67.085468;32.934362;1;1
Kolv3;Kand;Kolv_17;Algae;67.085468;32.934362;6;1
Kolv3;Kand;Kolv_18;Bottom;67.085468;32.934362;3;3
Korg;Kand;Korg1;Bottom;67.11091667;32.64205;13;66
Korg;Kand;Korg2;Bottom;67.11091667;32.64205;33;49
Korg;Kand;Korg3;Bottom;67.11091667;32.64205;15;75
Korg;Kand;Korg4;Bottom;67.11091667;32.64205;22;53
Korg;Kand;Korg5;Bottom;67.11091667;32.64205;7;42
Korg;Kand;Korg6;Bottom;67.11091667;32.64205;17;78
Kovd;Karel;kovd1;Algae;66.72556667;32.86436667;73;85
Kovd;Karel;kovd2;Bottom;66.72556667;32.86436667;40;150
Kovd;Karel;kovd3;Algae;66.72556667;32.86436667;67;59
Kovd;Karel;kovd4;Bottom;66.72556667;32.86436667;10;47
Kovd;Karel;kovd5;Algae;66.72556667;32.86436667;76;62
Kovd;Karel;kovd6;Bottom;66.72556667;32.86436667;4;112
Kurt;Kand;kurt1;Algae;67.111241;32.636971;85;167
Kurt;Kand;kurt2;Bottom;67.111241;32.636971;74;266
Lud;Karel;Lud1;Algae;67.033929;32.477844;79;36
Lud;Karel;Lud2;Bottom;67.033929;32.477844;196;278
Lud;Karel;Lud3;Algae;67.033929;32.477844;113;201
Lud;Karel;Lud4;Bottom;67.033929;32.477844;43;391
Lud;Karel;Lud5;Algae;67.033929;32.477844;373;260
Lud;Karel;Lud6;Bottom;67.033929;32.477844;91;694
Mat;Kand;Mat1;Bottom;67.11316667;32.64278333;53;61
Mat;Kand;Mat10;Bottom;67.11316667;32.64278333;58;63
Mat;Kand;Mat11;Bottom;67.11316667;32.64278333;81;83
Mat;Kand;Mat12;Bottom;67.11316667;32.64278333;68;104
Mat;Kand;Mat2;Bottom;67.11316667;32.64278333;43;39
Mat;Kand;Mat3;Bottom;67.11316667;32.64278333;33;68
Mat;Kand;Mat4;Bottom;67.11316667;32.64278333;41;62
Mat;Kand;Mat5;Bottom;67.11316667;32.64278333;55;59
Mat;Kand;Mat6;Bottom;67.11316667;32.64278333;34;36
Mat;Kand;Mat7;Bottom;67.11316667;32.64278333;68;39
Mat;Kand;Mat8;Bottom;67.11316667;32.64278333;58;57
Mat;Kand;Mat9;Bottom;67.11316667;32.64278333;88;73
Olen;Karel;Olen1;Algae;67.096875;32.341194;117;13
Olen;Karel;Olen2;Bottom;67.096875;32.341194;79;19
Olen;Karel;Olen3;Algae;67.096875;32.341194;104;22
Olen;Karel;Olen4;Bottom;67.096875;32.341194;61;25
Olen;Karel;Olen5;Algae;67.096875;32.341194;88;14
Olen;Karel;Olen6;Bottom;67.096875;32.341194;99;22
Pal;Karel;Pal1;Algae;67.05263333;32.36221667;46;70
Pal;Karel;Pal2;Bottom;67.05263333;32.36221667;3;14
Pal;Karel;Pal3;Algae;67.05263333;32.36221667;79;88
Pal;Karel;Pal4;Bottom;67.05263333;32.36221667;2;12
Pal;Karel;Pal5;Algae;67.05263333;32.36221667;69;120
Pal;Karel;Pal6;Bottom;67.05263333;32.36221667;6;16
Ryazh1;Karel;Ryazh1;Algae;67.00815;32.57235;37;159
Ryazh1;Karel;Ryazh2;Bottom;67.00815;32.57235;26;106
Ryazh1;Karel;Ryazh3;Algae;67.00815;32.57235;116;21
Ryazh1;Karel;Ryazh4;Bottom;67.00815;32.57235;31;140
Ryazh1;Karel;Ryazh5;Algae;67.00815;32.57235;111;182
Ryazh1;Karel;Ryazh6;Bottom;67.00815;32.57235;38;128
Ryazh2;Karel;Ryazh10;Bottom;67.00683333;32.58006667;22;108
Ryazh2;Karel;Ryazh11;Algae;67.00683333;32.58006667;50;110
Ryazh2;Karel;Ryazh12;Bottom;67.00683333;32.58006667;25;78
Ryazh2;Karel;Ryazh7;Algae;67.00683333;32.58006667;32;44
Ryazh2;Karel;Ryazh8;Bottom;67.00683333;32.58006667;38;111
Ryazh2;Karel;Ryazh9;Algae;67.00683333;32.58006667;28;55
Ryazh3;Karel;Ryazh13;Algae;67.02508333;32.54033333;113;94
Ryazh3;Karel;Ryazh14;Bottom;67.02508333;32.54033333;56;109
Ryazh3;Karel;Ryazh15;Algae;67.02508333;32.54033333;132;72
Ryazh3;Karel;Ryazh16;Bottom;67.02508333;32.54033333;22;60
Ryazh3;Karel;Ryazh17;Algae;67.02508333;32.54033333;150;40
Ryazh3;Karel;Ryazh18;Bottom;67.02508333;32.54033333;24;78
Ryazh4;Karel;Ryazh19;Algae;67.02585;32.5385;99;219
Ryazh4;Karel;Ryazh20;Bottom;67.02585;32.5385;30;188
Ryazh4;Karel;Ryazh21;Bottom;67.02585;32.5385;30;103
Ryazh4;Karel;Ryazh22;Bottom;67.02585;32.5385;29;124
Ryazh4;Karel;Ryazh23;Algae;67.02585;32.5385;71;148
Ryazh4;Karel;Ryazh24;Bottom;67.02585;32.5385;14;58
Ryazh5;Karel;Ryazh25;Algae;67.00683333;32.58006667;49;170
Ryazh5;Karel;Ryazh26;Bottom;67.00683333;32.58006667;6;118
Ryazh5;Karel;Ryazh27;Algae;67.00683333;32.58006667;49;229
Ryazh5;Karel;Ryazh28;Bottom;67.00683333;32.58006667;6;129
Ryazh5;Karel;Ryazh29;Algae;67.00683333;32.58006667;91;124
Ryazh5;Karel;Ryazh30;Bottom;67.00683333;32.58006667;0;74
Ryazh6;Karel;Ryazh31;Algae;67.0094;32.55001667;139;203
Ryazh6;Karel;Ryazh32;Bottom;67.0094;32.55001667;21;141
Ryazh6;Karel;Ryazh33;Algae;67.0094;32.55001667;37;81
Ryazh6;Karel;Ryazh34;Bottom;67.0094;32.55001667;3;72
Ryazh6;Karel;Ryazh35;Algae;67.0094;32.55001667;30;46
Ryazh6;Karel;Ryazh36;Bottom;67.0094;32.55001667;21;54
Ryazh7;Karel;Ryazh43;Algae;67.028334;32.531011;44;208
Ryazh7;Karel;Ryazh44;Bottom;67.028334;32.531011;10;65
Ryazh7;Karel;Ryazh45;Algae;67.028334;32.531011;74;212
Ryazh7;Karel;Ryazh46;Bottom;67.028334;32.531011;3;49
Ryazh7;Karel;Ryazh47;Algae;67.028334;32.531011;67;212
Ryazh7;Karel;Ryazh48;Bottom;67.028334;32.531011;0;36
Ryazh8;Karel;Ryazh55;Algae;67.01993333;32.57121667;25;74
Ryazh8;Karel;Ryazh56;Bottom;67.01993333;32.57121667;14;71
Ryazh8;Karel;Ryazh57;Algae;67.01993333;32.57121667;71;202
Ryazh8;Karel;Ryazh58;Bottom;67.01993333;32.57121667;11;50
Ryazh8;Karel;Ryazh59;Algae;67.01993333;32.57121667;94;101
Ryazh8;Karel;Ryazh60;Bottom;67.01993333;32.57121667;4;37
Tel;Karel;Tel1;Algae;67.106144;32.322582;75;39
Tel;Karel;Tel2;Bottom;67.106144;32.322582;108;15
Tel;Karel;Tel3;Algae;67.106144;32.322582;176;31
Tel;Karel;Tel4;Bottom;67.106144;32.322582;83;13
Tel;Karel;Tel5;Algae;67.106144;32.322582;102;19
Tel;Karel;Tel6;Bottom;67.106144;32.322582;67;7
Vel1;Karel;Vel1;Algae;66.55473333;33.24068333;21;222
Vel1;Karel;Vel2;Bottom;66.55473333;33.24068333;43;164
Vel1;Karel;Vel3;Algae;66.55473333;33.24068333;3;38
Vel1;Karel;Vel4;Bottom;66.55473333;33.24068333;22;287
Vel1;Karel;Vel5;Algae;66.55473333;33.24068333;15;171
Vel1;Karel;Vel6;Bottom;66.55473333;33.24068333;11;208
Vel2;Karel;Vel10;Bottom;66.60665;33.28335;0;90
Vel2;Karel;Vel11;Algae;66.60665;33.28335;46;245
Vel2;Karel;Vel12;Bottom;66.60665;33.28335;9;228
Vel2;Karel;Vel7;Algae;66.60665;33.28335;71;202
Vel2;Karel;Vel8;Bottom;66.60665;33.28335;17;111
Vel2;Karel;Vel9;Algae;66.60665;33.28335;25;186
Vel3;Karel;Vel13;Algae;66.6101;33.28406667;11;178
Vel3;Karel;Vel14;Bottom;66.6101;33.28406667;28;196
Vel3;Karel;Vel15;Algae;66.6101;33.28406667;3;59
Vel3;Karel;Vel16;Bottom;66.6101;33.28406667;0;57
Vel3;Karel;Vel17;Algae;66.6101;33.28406667;4;129
Vel3;Karel;Vel18;Bottom;66.6101;33.28406667;18;129
Vlas;Kand;Vlas1;Algae;67.08981667;32.6809;62;51
Vlas;Kand;Vlas2;Bottom;67.08981667;32.6809;43;83
Vlas;Kand;Vlas3;Algae;67.08981667;32.6809;102;116
Vlas;Kand;Vlas4;Bottom;67.08981667;32.6809;23;79
Vlas;Kand;Vlas5;Algae;67.08981667;32.6809;59;132
Vlas;Kand;Vlas6;Bottom;67.08981667;32.6809;30;68
Vor2;Karel;Vor2-1;Bottom;66.940997;32.434276;8;33
Vor2;Karel;Vor2-2;Bottom;66.940997;32.434276;6;46
Vor2;Karel;Vor2-3;Bottom;66.940997;32.434276;5;64
Vor2;Karel;Vor2-4;Bottom;66.940997;32.434276;15;43
Vor2;Karel;Vor2-5;Bottom;66.940997;32.434276;5;68
Vor2;Karel;Vor2-6;Bottom;66.940997;32.434276;18;64
Vor4;Karel;Vor4-1;Bottom;66.934989;32.505966;56;42
Vor4;Karel;Vor4-2;Bottom;66.934989;32.505966;34;66
Vor4;Karel;Vor4-3;Bottom;66.934989;32.505966;30;83
Vor4;Karel;Vor4-4;Bottom;66.934989;32.505966;37;57
Vor4;Karel;Vor4-5;Bottom;66.934989;32.505966;58;87
Vor4;Karel;Vor4-6;Bottom;66.934989;32.505966;30;62
Vor5;Karel;Vor5-1;Bottom;66.928172;32.491289;13;63
Vor5;Karel;Vor5-2;Bottom;66.928172;32.491289;23;72
Vor5;Karel;Vor5-3;Bottom;66.928172;32.491289;22;54
Vor5;Karel;Vor5-4;Bottom;66.928172;32.491289;3;41
Vor5;Karel;Vor5-5;Bottom;66.928172;32.491289;9;48
Vor5;Karel;Vor5-6;Bottom;66.928172;32.491289;16;44
Youzh;Karel;yuzh1;Algae;67.00746;32.571504;264;90
Youzh;Karel;yuzh2;Bottom;67.00746;32.571504;37;413
Youzh;Karel;yuzh3;Algae;67.00746;32.571504;33;69
Youzh;Karel;yuzh4;Bottom;67.00746;32.571504;25;246
Youzh;Karel;yuzh5;Algae;67.00746;32.571504;60;52
Kuz1;Kand;Kuz1;Algae;66.60283889;34.80873333;0;26
Kuz1;Kand;Kuz2;Bottom;66.60283889;34.80873333;0;66
Kuz1;Kand;Kuz3;Algae;66.60283889;34.80873333;0;24
Kuz1;Kand;Kuz4;Bottom;66.60283889;34.80873333;0;73
Kuz1;Kand;Kuz5;Algae;66.60283889;34.80873333;0;36
Kuz1;Kand;Kuz6;Bottom;66.60283889;34.80873333;0;84
Kuz2;Kand;Kuz7;Algae;66.60023889;34.78837222;0;14
Kuz2;Kand;Kuz8;Bottom;66.60023889;34.78837222;0;76
Kuz2;Kand;Kuz9;Algae;66.60023889;34.78837222;0;30
Kuz2;Kand;Kuz10;Bottom;66.60023889;34.78837222;0;67
Kuz2;Kand;Kuz11;Algae;66.60023889;34.78837222;5;56
Kuz2;Kand;Kuz12;Bottom;66.60023889;34.78837222;0;59
Tel2;Karel;Tel2-1;Algae;67.10595;32.32296667;236;44
Tel2;Karel;Tel2-2;Bottom;67.10595;32.32296667;191;5
Tel2;Karel;Tel2-3;Algae;67.10595;32.32296667;167;100
Tel2;Karel;Tel2-4;Bottom;67.10595;32.32296667;155;43
Tel2;Karel;Tel2-5;Algae;67.10595;32.32296667;105;37
Tel2;Karel;Tel2-6;Bottom;67.10595;32.32296667;143;10
Ter;Kand;Ter1;Algae;66.96528333;32.858;51;110
Ter;Kand;Ter2;Bottom;66.96528333;32.858;10;82
Ter;Kand;Ter3;Algae;66.96528333;32.858;90;171
Ter;Kand;Ter4;Bottom;66.96528333;32.858;9;128
Ter;Kand;Ter5;Algae;66.96528333;32.858;61;134
Ter;Kand;Ter6;Bottom;66.96528333;32.858;15;75
Chup1;Karel;1_1;Algae;66.29993333;33.63966667;1;6
Chup1;Karel;1_2;Algae;66.29993333;33.63966667;2;29
Chup1;Karel;1_3;Algae;66.29993333;33.63966667;4;22
Chup1;Karel;1_4;Bottom;66.29993333;33.63966667;3;87
Chup1;Karel;1_5;Bottom;66.29993333;33.63966667;0;45
Chup1;Karel;1_6;Bottom;66.29993333;33.63966667;1;37
Chup2;Karel;2_1;Algae;66.29988333;33.62116667;24;13
Chup2;Karel;2_2;Algae;66.29988333;33.62116667;17;9
Chup2;Karel;2_3;Algae;66.29988333;33.62116667;8;16
Chup2;Karel;2_4;Bottom;66.29988333;33.62116667;7;17
Chup2;Karel;2_5;Bottom;66.29988333;33.62116667;4;10
Chup2;Karel;2_6;Bottom;66.29988333;33.62116667;4;12
Chup4;Karel;4_1;Algae;66.32066667;33.6063;46;29
Chup4;Karel;4_2;Algae;66.32066667;33.6063;23;11
Chup4;Karel;4_3;Algae;66.32066667;33.6063;32;14
Chup4;Karel;4_4;Bottom;66.32066667;33.6063;19;99
Chup4;Karel;4_5;Bottom;66.32066667;33.6063;28;52
Chup4;Karel;4_6;Bottom;66.32066667;33.6063;10;58
Chup3;Karel;3_1;Algae;66.28936667;33.6814;3;24
Chup3;Karel;3_2;Algae;66.28936667;33.6814;10;13
Chup3;Karel;3_3;Algae;66.28936667;33.6814;14;20
Chup3;Karel;3_4;Bottom;66.28936667;33.6814;9;66
Chup3;Karel;3_5;Bottom;66.28936667;33.6814;2;28
Chup3;Karel;3_6;Bottom;66.28936667;33.6814;2;34
LomExp;Karel;LomExp1;Algae;66.9695;32.60041667;78;132
LomExp;Karel;LomExp2;Bottom;66.9695;32.60041667;21;197
LomExp;Karel;LomExp3;Algae;66.9695;32.60041667;171;183
LomExp;Karel;LomExp4;Bottom;66.9695;32.60041667;17;58
LomExp;Karel;LomExp5;Algae;66.9695;32.60041667;143;77
LomExp;Karel;LomExp6;Bottom;66.9695;32.60041667;8;125
KurtExp;Kand;KurtExp1;Algae;67.10778333;32.6209;97;17
KurtExp;Kand;KurtExp2;Bottom;67.10778333;32.6209;12;34
KurtExp;Kand;KurtExp3;Algae;67.10778333;32.6209;59;21
KurtExp;Kand;KurtExp4;Bottom;67.10778333;32.6209;26;61
KurtExp;Kand;KurtExp5;Algae;67.10778333;32.6209;77;9
KurtExp;Kand;KurtExp6;Bottom;67.10778333;32.6209;7;15
Sedl2;Karel;Sedl2_1;Algae;66.9396;32.65831667;93;92
Sedl2;Karel;Sedl2_2;Bottom;66.9396;32.65831667;6;86
Sedl2;Karel;Sedl2_3;Algae;66.9396;32.65831667;68;75
Sedl2;Karel;Sedl2_4;Bottom;66.9396;32.65831667;10;68
Sedl2;Karel;Sedl2_5;Algae;66.9396;32.65831667;74;36
Sedl2;Karel;Sedl2_6;Bottom;66.9396;32.65831667;3;23
Por;Kand;Por1;Algae;66.784901;33.706024;164;60
Por;Kand;Por2;Bottom;66.784901;33.706024;0;4
Por;Kand;Por3;Algae;66.784901;33.706024;81;65
Por;Kand;Por4;Bottom;66.784901;33.706024;2;10
Por;Kand;Por5;Algae;66.784901;33.706024;31;65
Por;Kand;Por6;Bottom;66.784901;33.706024;3;11
LomShel;Karel;LomShel1;Algae;66.97156667;32.61031667;390;231
LomShel;Karel;LomShel2;Bottom;66.97156667;32.61031667;329;276
LomShel;Karel;LomShel3;Algae;66.97156667;32.61031667;326;105
LomShel;Karel;LomShel4;Bottom;66.97156667;32.61031667;169;111
LomShel;Karel;LomShel5;Algae;66.97156667;32.61031667;93;114
LomShel;Karel;LomShel6;Bottom;66.97156667;32.61031667;162;33
Kand;Kand;Kand1;Algae;67.1276;32.43231667;44;31
Kand;Kand;Kand2;Bottom;67.1276;32.43231667;35;26
Kand;Kand;Kand3;Algae;67.1276;32.43231667;54;1
Kand;Kand;Kand4;Bottom;67.1276;32.43231667;66;26
Kand;Kand;Kand5;Algae;67.1276;32.43231667;23;7
Kand;Kand;Kand6;Bottom;67.1276;32.43231667;80;42
Bar;Kand;Bar1;Algae;67.12138333;32.45536667;50;7
Bar;Kand;Bar2;Bottom;67.12138333;32.45536667;47;13
Bar;Kand;Bar3;Algae;67.12138333;32.45536667;24;1
Bar;Kand;Bar4;Bottom;67.12138333;32.45536667;66;5
Bar;Kand;Bar5;Algae;67.12138333;32.45536667;27;10
Bar;Kand;Bar6;Bottom;67.12138333;32.45536667;133;26
KibrExp;Kand;KibrExp1;Algae;66.92906667;32.83261667;128;141
KibrExp;Kand;KibrExp2;Bottom;66.92906667;32.83261667;7;59
KibrExp;Kand;KibrExp3;Algae;66.92906667;32.83261667;60;55
KibrExp;Kand;KibrExp4;Bottom;66.92906667;32.83261667;2;30
KibrExp;Kand;KibrExp5;Algae;66.92906667;32.83261667;109;125
KibrExp;Kand;KibrExp6;Bottom;66.92906667;32.83261667;13;99
Knyazh;Karel;Knyazh1;Algae;66.9112;32.62318333;186;3
Knyazh;Karel;Knyazh2;Bottom;66.9112;32.62318333;24;40
Knyazh;Karel;Knyazh3;Algae;66.9112;32.62318333;89;19
Knyazh;Karel;Knyazh4;Bottom;66.9112;32.62318333;9;17
Knyazh;Karel;Knyazh5;Algae;66.9112;32.62318333;165;57
Knyazh;Karel;Knyazh6;Bottom;66.9112;32.62318333;2;17
Val;Karel;Val1;Algae;66.92775;32.53526667;48;10
Val;Karel;Val2;Bottom;66.92775;32.53526667;102;70
Val;Karel;Val3;Algae;66.92775;32.53526667;133;32
Val;Karel;Val4;Bottom;66.92775;32.53526667;62;51
Val;Karel;Val5;Algae;66.92775;32.53526667;191;51
Val;Karel;Val6;Bottom;66.92775;32.53526667;155;251
Umb;Kand;Umb1;Algae;66.677489;34.333603;7;2
Umb;Kand;Umb2;Bottom;66.677489;34.333603;2;39
Umb;Kand;Umb3;Algae;66.677489;34.333603;14;2
Umb;Kand;Umb4;Bottom;66.677489;34.333603;2;30
Umb;Kand;Umb5;Algae;66.677489;34.333603;11;1
Umb;Kand;Umb6;Bottom;66.677489;34.333603;2;19
VorShel;Karel;VorShel2-1;Algae;66.93415;32.52638333;148;51
VorShel;Karel;VorShel2-2;Bottom;66.93415;32.52638333;58;85
VorShel;Karel;VorShel2-3;Algae;66.93415;32.52638333;122;58
VorShel;Karel;VorShel2-4;Bottom;66.93415;32.52638333;96;60
VorShel;Karel;VorShel2-5;Algae;66.93415;32.52638333;167;11
VorShel;Karel;VorShel2-6;Bottom;66.93415;32.52638333;74;46
KibrShel;Kand;KibrShel1;Algae;66.93615;32.82288333;110;86
KibrShel;Kand;KibrShel2;Bottom;66.93615;32.82288333;8;59
KibrShel;Kand;KibrShel3;Algae;66.93615;32.82288333;180;80
KibrShel;Kand;KibrShel4;Bottom;66.93615;32.82288333;5;40
KibrShel;Kand;KibrShel5;Algae;66.93615;32.82288333;118;150
KibrShel;Kand;KibrShel6;Bottom;66.93615;32.82288333;1;56
Tur;Kand;Tur1;Algae;66.54905;34.56741667;1;28
Tur;Kand;Tur2;Bottom;66.54905;34.56741667;3;94
Tur;Kand;Tur3;Algae;66.54905;34.56741667;4;88
Tur;Kand;Tur4;Bottom;66.54905;34.56741667;3;133
Tur;Kand;Tur5;Algae;66.54905;34.56741667;2;7
Tur;Kand;Tur6;Bottom;66.54905;34.56741667;1;136
Karzh;Kand;Karzh1;Algae;66.56875;34.68373333;9;317
Karzh;Kand;Karzh2;Bottom;66.56875;34.68373333;6;261
Karzh;Kand;Karzh3;Algae;66.56875;34.68373333;3;24
Karzh;Kand;Karzh4;Bottom;66.56875;34.68373333;4;232
Karzh;Kand;Karzh5;Algae;66.56875;34.68373333;0;3
Karzh;Kand;Karzh6;Bottom;66.56875;34.68373333;5;232
Kash;Kand;Kash1;Algae;66.33851667;36.00486667;0;9
Kash;Kand;Kash2;Bottom;66.33851667;36.00486667;0;121
Kash;Kand;Kash3;Algae;66.33851667;36.00486667;0;22
Kash;Kand;Kash4;Bottom;66.33851667;36.00486667;0;87
Kash;Kand;Kash5;Algae;66.33851667;36.00486667;0;38
Kash;Kand;Kash6;Bottom;66.33851667;36.00486667;0;175
Rog;Karel;Rog1;Algae;66.8725;32.7365;15;6
Rog;Karel;Rog2;Bottom;66.8725;32.7365;19;25
Rog;Karel;Rog3;Algae;66.8725;32.7365;27;3
Rog;Karel;Rog4;Bottom;66.8725;32.7365;23;31
Rog;Karel;Rog5;Algae;66.8725;32.7365;73;16
Rog;Karel;Rog6;Bottom;66.8725;32.7365;33;44
Zhemexp;Karel;Zhemexp1;Algae;66.89616667;32.5019;70;26
Zhemexp;Karel;Zhemexp2;Bottom;66.89616667;32.5019;7;20
Zhemexp;Karel;Zhemexp3;Algae;66.89616667;32.5019;61;42
Zhemexp;Karel;Zhemexp4;Bottom;66.89616667;32.5019;4;15
Zhemexp;Karel;Zhemexp5;Algae;66.89616667;32.5019;111;44
Zhemexp;Karel;Zhemexp6;Bottom;66.89616667;32.5019;13;24
Zhemshel;Karel;Zhemshel1;Algae;66.88973333;32.46765;66;31
Zhemshel;Karel;Zhemshel2;Bottom;66.88973333;32.46765;21;3
Zhemshel;Karel;Zhemshel3;Algae;66.88973333;32.46765;44;28
Zhemshel;Karel;Zhemshel4;Bottom;66.88973333;32.46765;48;10
Zhemshel;Karel;Zhemshel5;Algae;66.88973333;32.46765;22;6
Zhemshel;Karel;Zhemshel6;Bottom;66.88973333;32.46765;33;12
Belexp;Karel;Belexp1;Algae;66.90503333;32.51411667;58;36
Belexp;Karel;Belexp2;Bottom;66.90503333;32.51411667;2;3
Belexp;Karel;Belexp3;Algae;66.90503333;32.51411667;54;39
Belexp;Karel;Belexp4;Bottom;66.90503333;32.51411667;5;5
Belexp;Karel;Belexp5;Algae;66.90503333;32.51411667;74;50
Belexp;Karel;Belexp6;Bottom;66.90503333;32.51411667;7;3
Lubch;Kand;F1;Algae;67.14683333;32.3568;17;2
Lubch;Kand;F2;Algae;67.14683333;32.3568;15;2
Lubch;Kand;F3;Algae;67.14683333;32.3568;32;3
Lubch;Kand;F4;Algae;67.14683333;32.3568;18;0
Lubch;Kand;F5;Algae;67.14683333;32.3568;5;0
Mal;Kand;F6;Algae;67.11708333;32.40661667;328;31
Mal;Kand;F7;Algae;67.11708333;32.40661667;92;0
Mal;Kand;F8;Algae;67.11708333;32.40661667;29;1
Mal;Kand;F9;Algae;67.11708333;32.40661667;197;50
Mal;Kand;F10;Algae;67.11708333;32.40661667;294;24
Ovech;Kand;F11;Algae;67.0947;32.45255;161;9
Ovech;Kand;F12;Algae;67.0947;32.45255;272;49
Ovech;Kand;F13;Algae;67.0947;32.45255;411;35
Gridshel;Karel;Gridshel1;Algae;65.92371667;34.67516667;8;20
Gridshel;Karel;Gridshel2;Bottom;65.92371667;34.67516667;4;89
Gridshel;Karel;Gridshel3;Algae;65.92371667;34.67516667;7;36
Gridshel;Karel;Gridshel4;Bottom;65.92371667;34.67516667;12;62
Gridshel;Karel;Gridshel5;Algae;65.92371667;34.67516667;16;28
Gridshel;Karel;Gridshel6;Bottom;65.92371667;34.67516667;9;105
Gridexp;Karel;Gridexp1;Algae;65.92436667;34.6642;7;19
Gridexp;Karel;Gridexp2;Bottom;65.92436667;34.6642;4;15
Gridexp;Karel;Gridexp3;Algae;65.92436667;34.6642;25;16
Gridexp;Karel;Gridexp4;Bottom;65.92436667;34.6642;5;10
Gridexp;Karel;Gridexp5;Algae;65.92436667;34.6642;29;16
