Year,Station,Taxa,Value
2016,3.3,Atilys_carinatus,0
2016,4.1,Atilys_carinatus,1
2016,4.2,Atilys_carinatus,1
2016,4.3,Atilys_carinatus,0
2016,5.1,Atilys_carinatus,0
2016,5.2,Atilys_carinatus,0
2016,5.3,Atilys_carinatus,2
2016,1.1,Capitella_capitata,0
2016,1.2,Capitella_capitata,0
2016,1.3,Capitella_capitata,0
2016,2.1,Capitella_capitata,0
2016,2.2,Capitella_capitata,0
2016,2.3,Capitella_capitata,15
2016,3.1,Capitella_capitata,0
2016,3.2,Capitella_capitata,6
2016,3.3,Capitella_capitata,10
2016,4.1,Capitella_capitata,0
2016,4.2,Capitella_capitata,0
2016,4.3,Capitella_capitata,0
2016,5.1,Capitella_capitata,0
2016,5.2,Capitella_capitata,0
2016,5.3,Capitella_capitata,0
2016,1.1,Caprella_septentrionalis,0
2016,1.2,Caprella_septentrionalis,0
2016,1.3,Caprella_septentrionalis,0
2016,2.1,Caprella_septentrionalis,0
2016,2.2,Caprella_septentrionalis,0
2016,2.3,Caprella_septentrionalis,0
2016,3.1,Caprella_septentrionalis,0
2016,3.2,Caprella_septentrionalis,0
2016,3.3,Caprella_septentrionalis,0
2016,4.1,Caprella_septentrionalis,1
2016,4.2,Caprella_septentrionalis,0
2016,4.3,Caprella_septentrionalis,0
2016,5.1,Caprella_septentrionalis,0
2016,5.2,Caprella_septentrionalis,0
2016,5.3,Caprella_septentrionalis,0
2016,1.1,Chaetozone_setosa,2
2016,1.2,Chaetozone_setosa,0
2016,1.3,Chaetozone_setosa,1
2016,2.1,Chaetozone_setosa,29
2016,2.2,Chaetozone_setosa,8
2016,2.3,Chaetozone_setosa,20
2016,3.1,Chaetozone_setosa,2
2016,3.2,Chaetozone_setosa,0
2016,3.3,Chaetozone_setosa,3
2016,4.1,Chaetozone_setosa,0
2016,4.2,Chaetozone_setosa,2
2016,4.3,Chaetozone_setosa,0
2016,5.1,Chaetozone_setosa,1
2016,5.2,Chaetozone_setosa,0
2016,5.3,Chaetozone_setosa,0
2016,1.1,Corophium_bonelly,0
2016,1.2,Corophium_bonelly,0
2016,1.3,Corophium_bonelly,0
2016,2.1,Corophium_bonelly,0
2016,2.2,Corophium_bonelly,0
2016,2.3,Corophium_bonelly,0
2016,3.1,Corophium_bonelly,0
2016,3.2,Corophium_bonelly,0
2016,3.3,Corophium_bonelly,0
2016,4.1,Corophium_bonelly,0
2016,4.2,Corophium_bonelly,0
2016,4.3,Corophium_bonelly,0
2016,5.1,Corophium_bonelly,1
2016,5.2,Corophium_bonelly,1
2016,5.3,Corophium_bonelly,0
2016,1.1,Crenella_decussata,0
2016,1.2,Crenella_decussata,3
2016,1.3,Crenella_decussata,2
2016,2.1,Crenella_decussata,0
2016,2.2,Crenella_decussata,0
2016,2.3,Crenella_decussata,0
2016,3.1,Crenella_decussata,0
2016,3.2,Crenella_decussata,0
2016,3.3,Crenella_decussata,0
2016,4.1,Crenella_decussata,0
2016,4.2,Crenella_decussata,0
2016,4.3,Crenella_decussata,0
2016,5.1,Crenella_decussata,0
2016,5.2,Crenella_decussata,0
2016,5.3,Crenella_decussata,0
2016,1.1,Cryptonatica_clausa,0
2016,1.2,Cryptonatica_clausa,0
2016,1.3,Cryptonatica_clausa,0
2016,2.1,Cryptonatica_clausa,0
2016,2.2,Cryptonatica_clausa,0
2016,2.3,Cryptonatica_clausa,0
2016,3.1,Cryptonatica_clausa,0
2016,3.2,Cryptonatica_clausa,0
2016,3.3,Cryptonatica_clausa,0
2016,4.1,Cryptonatica_clausa,0
2016,4.2,Cryptonatica_clausa,0
2016,4.3,Cryptonatica_clausa,3
2016,5.1,Cryptonatica_clausa,0
2016,5.2,Cryptonatica_clausa,0
2016,5.3,Cryptonatica_clausa,0
2016,1.1,Cylichna_occulta,0
2016,1.2,Cylichna_occulta,0
2016,1.3,Cylichna_occulta,0
2016,2.1,Cylichna_occulta,0
2016,2.2,Cylichna_occulta,0
2016,2.3,Cylichna_occulta,0
2016,3.1,Cylichna_occulta,0
2016,3.2,Cylichna_occulta,0
2016,3.3,Cylichna_occulta,0
2016,4.1,Cylichna_occulta,7
2016,4.2,Cylichna_occulta,2
2016,4.3,Cylichna_occulta,2
2016,5.1,Cylichna_occulta,0
2016,5.2,Cylichna_occulta,0
2016,5.3,Cylichna_occulta,0
2016,1.1,Diaphana_minuta,0
2016,1.2,Diaphana_minuta,0
2016,1.3,Diaphana_minuta,0
2016,2.1,Diaphana_minuta,0
2016,2.2,Diaphana_minuta,0
2016,2.3,Diaphana_minuta,0
2016,3.1,Diaphana_minuta,0
2016,3.2,Diaphana_minuta,0
2016,3.3,Diaphana_minuta,0
2016,4.1,Diaphana_minuta,3
2016,4.2,Diaphana_minuta,0
2016,4.3,Diaphana_minuta,0
2016,5.1,Diaphana_minuta,1
2016,5.2,Diaphana_minuta,0
2016,5.3,Diaphana_minuta,0
2016,1.1,Diastylis_glabra,0
2016,1.2,Diastylis_glabra,0
2016,1.3,Diastylis_glabra,0
2016,2.1,Diastylis_glabra,94
2016,2.2,Diastylis_glabra,42
2016,2.3,Diastylis_glabra,47
2016,3.1,Diastylis_glabra,0
2016,3.2,Diastylis_glabra,1
2016,3.3,Diastylis_glabra,0
2016,4.1,Diastylis_glabra,0
2016,4.2,Diastylis_glabra,0
2016,4.3,Diastylis_glabra,0
2016,5.1,Diastylis_glabra,55
2016,5.2,Diastylis_glabra,57
2016,5.3,Diastylis_glabra,94
2016,1.1,Diastylis_sulcata,1
2016,1.2,Diastylis_sulcata,3
2016,1.3,Diastylis_sulcata,0
2016,2.1,Diastylis_sulcata,0
2016,2.2,Diastylis_sulcata,0
2016,2.3,Diastylis_sulcata,0
2016,3.1,Diastylis_sulcata,0
2016,3.2,Diastylis_sulcata,0
2016,3.3,Diastylis_sulcata,0
2016,4.1,Diastylis_sulcata,0
2016,4.2,Diastylis_sulcata,0
2016,4.3,Diastylis_sulcata,0
2016,5.1,Diastylis_sulcata,0
2016,5.2,Diastylis_sulcata,0
2016,5.3,Diastylis_sulcata,0
2016,1.1,Diplocirrus_longisetosus,4
2016,1.2,Diplocirrus_longisetosus,1
2016,1.3,Diplocirrus_longisetosus,1
2016,2.1,Diplocirrus_longisetosus,0
2016,2.2,Diplocirrus_longisetosus,0
2016,2.3,Diplocirrus_longisetosus,0
2016,3.1,Diplocirrus_longisetosus,0
2016,3.2,Diplocirrus_longisetosus,0
2016,3.3,Diplocirrus_longisetosus,0
2016,4.1,Diplocirrus_longisetosus,0
2016,4.2,Diplocirrus_longisetosus,0
2016,4.3,Diplocirrus_longisetosus,0
2016,5.1,Diplocirrus_longisetosus,0
2016,5.2,Diplocirrus_longisetosus,0
2016,5.3,Diplocirrus_longisetosus,0
2016,1.1,Elliptica_elliptica,0
2016,1.2,Elliptica_elliptica,0
2016,1.3,Elliptica_elliptica,4
2016,2.1,Elliptica_elliptica,0
2016,2.2,Elliptica_elliptica,0
2016,2.3,Elliptica_elliptica,0
2016,3.1,Elliptica_elliptica,0
2016,3.2,Elliptica_elliptica,0
2016,3.3,Elliptica_elliptica,0
2016,4.1,Elliptica_elliptica,0
2016,4.2,Elliptica_elliptica,0
2016,4.3,Elliptica_elliptica,0
2016,5.1,Elliptica_elliptica,0
2016,5.2,Elliptica_elliptica,0
2016,5.3,Elliptica_elliptica,0
2016,1.1,Eteone_longa,0
2016,1.2,Eteone_longa,0
2016,1.3,Eteone_longa,0
2016,2.1,Eteone_longa,0
2016,2.2,Eteone_longa,0
2016,2.3,Eteone_longa,2
2016,3.1,Eteone_longa,1
2016,3.2,Eteone_longa,0
2016,3.3,Eteone_longa,1
2016,4.1,Eteone_longa,0
2016,4.2,Eteone_longa,0
2016,4.3,Eteone_longa,0
2016,5.1,Eteone_longa,0
2016,5.2,Eteone_longa,0
2016,5.3,Eteone_longa,0
2016,1.1,Euchone_sp,0
2016,1.2,Euchone_sp,1
2016,1.3,Euchone_sp,0
2016,2.1,Euchone_sp,0
2016,2.2,Euchone_sp,0
2016,2.3,Euchone_sp,0
2016,3.1,Euchone_sp,0
2016,3.2,Euchone_sp,0
2016,3.3,Euchone_sp,0
2016,4.1,Euchone_sp,0
2016,4.2,Euchone_sp,0
2016,4.3,Euchone_sp,0
2016,5.1,Euchone_sp,1
2016,5.2,Euchone_sp,3
2016,5.3,Euchone_sp,0
2016,1.1,Fabricia_sabella,0
2016,1.2,Fabricia_sabella,0
2016,1.3,Fabricia_sabella,0
2016,2.1,Fabricia_sabella,0
2016,2.2,Fabricia_sabella,0
2016,2.3,Fabricia_sabella,0
2016,3.1,Fabricia_sabella,0
2016,3.2,Fabricia_sabella,0
2016,3.3,Fabricia_sabella,0
2016,4.1,Fabricia_sabella,2
2016,4.2,Fabricia_sabella,0
2016,4.3,Fabricia_sabella,0
2016,5.1,Fabricia_sabella,0
2016,5.2,Fabricia_sabella,0
2016,5.3,Fabricia_sabella,0
2016,1.1,Myriochele_oculata,0
2016,1.2,Myriochele_oculata,0
2016,1.3,Myriochele_oculata,1
2016,2.1,Myriochele_oculata,0
2016,2.2,Myriochele_oculata,0
2016,2.3,Myriochele_oculata,0
2016,3.1,Myriochele_oculata,0
2016,3.2,Myriochele_oculata,0
2016,3.3,Myriochele_oculata,0
2016,4.1,Myriochele_oculata,0
2016,4.2,Myriochele_oculata,0
2016,4.3,Myriochele_oculata,0
2016,5.1,Myriochele_oculata,0
2016,5.2,Myriochele_oculata,0
2016,5.3,Myriochele_oculata,0
2016,1.1,Gammaridea,0
2016,1.2,Gammaridea,0
2016,1.3,Gammaridea,3
2016,2.1,Gammaridea,0
2016,2.2,Gammaridea,0
2016,2.3,Gammaridea,0
2016,3.1,Gammaridea,0
2016,3.2,Gammaridea,0
2016,3.3,Gammaridea,0
2016,4.1,Gammaridea,0
2016,4.2,Gammaridea,0
2016,4.3,Gammaridea,0
2016,5.1,Gammaridea,0
2016,5.2,Gammaridea,0
2016,5.3,Gammaridea,0
2016,1.1,Halcampa_arctica,0
2016,1.2,Halcampa_arctica,1
2016,1.3,Halcampa_arctica,0
2016,2.1,Halcampa_arctica,0
2016,2.2,Halcampa_arctica,0
2016,2.3,Halcampa_arctica,0
2016,3.1,Halcampa_arctica,0
2016,3.2,Halcampa_arctica,0
2016,3.3,Halcampa_arctica,0
2016,4.1,Halcampa_arctica,0
2016,4.2,Halcampa_arctica,0
2016,4.3,Halcampa_arctica,0
2016,5.1,Halcampa_arctica,0
2016,5.2,Halcampa_arctica,0
2016,5.3,Halcampa_arctica,0
2016,1.1,Harmathoe_imbricata,0
2016,1.2,Harmathoe_imbricata,0
2016,1.3,Harmathoe_imbricata,0
2016,2.1,Harmathoe_imbricata,1
2016,2.2,Harmathoe_imbricata,2
2016,2.3,Harmathoe_imbricata,1
2016,3.1,Harmathoe_imbricata,0
2016,3.2,Harmathoe_imbricata,3
2016,3.3,Harmathoe_imbricata,0
2016,4.1,Harmathoe_imbricata,0
2016,4.2,Harmathoe_imbricata,0
2016,4.3,Harmathoe_imbricata,0
2016,5.1,Harmathoe_imbricata,1
2016,5.2,Harmathoe_imbricata,1
2016,5.3,Harmathoe_imbricata,0
2016,1.1,Heteromastus_philiphormis,0
2016,1.2,Heteromastus_philiphormis,0
2016,1.3,Heteromastus_philiphormis,0
2016,2.1,Heteromastus_philiphormis,0
2016,2.2,Heteromastus_philiphormis,0
2016,2.3,Heteromastus_philiphormis,0
2016,3.1,Heteromastus_philiphormis,0
2016,3.2,Heteromastus_philiphormis,0
2016,3.3,Heteromastus_philiphormis,0
2016,4.1,Heteromastus_philiphormis,0
2016,4.2,Heteromastus_philiphormis,0
2016,4.3,Heteromastus_philiphormis,8
2016,5.1,Heteromastus_philiphormis,0
2016,5.2,Heteromastus_philiphormis,0
2016,5.3,Heteromastus_philiphormis,0
2016,1.1,Hydrobia_ulvae,0
2016,1.2,Hydrobia_ulvae,0
2016,1.3,Hydrobia_ulvae,0
2016,2.1,Hydrobia_ulvae,5
2016,2.2,Hydrobia_ulvae,0
2016,2.3,Hydrobia_ulvae,0
2016,3.1,Hydrobia_ulvae,0
2016,3.2,Hydrobia_ulvae,0
2016,3.3,Hydrobia_ulvae,0
2016,4.1,Hydrobia_ulvae,0
2016,4.2,Hydrobia_ulvae,0
2016,4.3,Hydrobia_ulvae,0
2016,5.1,Hydrobia_ulvae,0
2016,5.2,Hydrobia_ulvae,0
2016,5.3,Hydrobia_ulvae,0
2016,1.1,Lamprops_fuscata,0
2016,1.2,Lamprops_fuscata,0
2016,1.3,Lamprops_fuscata,0
2016,2.1,Lamprops_fuscata,0
2016,2.2,Lamprops_fuscata,0
2016,2.3,Lamprops_fuscata,0
2016,3.1,Lamprops_fuscata,1
2016,3.2,Lamprops_fuscata,0
2016,3.3,Lamprops_fuscata,0
2016,4.1,Lamprops_fuscata,0
2016,4.2,Lamprops_fuscata,0
2016,4.3,Lamprops_fuscata,0
2016,5.1,Lamprops_fuscata,0
2016,5.2,Lamprops_fuscata,0
2016,5.3,Lamprops_fuscata,0
2016,1.1,Leionucula_belotii,0
2016,1.2,Leionucula_belotii,0
2016,1.3,Leionucula_belotii,0
2016,2.1,Leionucula_belotii,0
2016,2.2,Leionucula_belotii,0
2016,2.3,Leionucula_belotii,0
2016,3.1,Leionucula_belotii,5
2016,3.2,Leionucula_belotii,0
2016,3.3,Leionucula_belotii,3
2016,4.1,Leionucula_belotii,0
2016,4.2,Leionucula_belotii,0
2016,4.3,Leionucula_belotii,0
2016,5.1,Leionucula_belotii,0
2016,5.2,Leionucula_belotii,0
2016,5.3,Leionucula_belotii,0
2016,1.1,Lunatia_pallida,1
2016,1.2,Lunatia_pallida,0
2016,1.3,Lunatia_pallida,0
2016,2.1,Lunatia_pallida,0
2016,2.2,Lunatia_pallida,0
2016,2.3,Lunatia_pallida,0
2016,3.1,Lunatia_pallida,0
2016,3.2,Lunatia_pallida,0
2016,3.3,Lunatia_pallida,0
2016,4.1,Lunatia_pallida,0
2016,4.2,Lunatia_pallida,0
2016,4.3,Lunatia_pallida,1
2016,5.1,Lunatia_pallida,0
2016,5.2,Lunatia_pallida,0
2016,5.3,Lunatia_pallida,0
2016,1.1,Macoma_calcarea,3
2016,1.2,Macoma_calcarea,5
2016,1.3,Macoma_calcarea,7
2016,2.1,Macoma_calcarea,0
2016,2.2,Macoma_calcarea,1
2016,2.3,Macoma_calcarea,0
2016,3.1,Macoma_calcarea,2
2016,3.2,Macoma_calcarea,2
2016,3.3,Macoma_calcarea,0
2016,4.1,Macoma_calcarea,0
2016,4.2,Macoma_calcarea,2
2016,4.3,Macoma_calcarea,3
2016,5.1,Macoma_calcarea,4
2016,5.2,Macoma_calcarea,1
2016,5.3,Macoma_calcarea,0
2016,1.1,Micronephthys_minuta,0
2016,1.2,Micronephthys_minuta,2
2016,1.3,Micronephthys_minuta,0
2016,2.1,Micronephthys_minuta,4
2016,2.2,Micronephthys_minuta,2
2016,2.3,Micronephthys_minuta,2
2016,3.1,Micronephthys_minuta,1
2016,3.2,Micronephthys_minuta,0
2016,3.3,Micronephthys_minuta,2
2016,4.1,Micronephthys_minuta,0
2016,4.2,Micronephthys_minuta,0
2016,4.3,Micronephthys_minuta,0
2016,5.1,Micronephthys_minuta,3
2016,5.2,Micronephthys_minuta,9
2016,5.3,Micronephthys_minuta,5
2016,1.1,Microphthalmus_sp,0
2016,1.2,Microphthalmus_sp,0
2016,1.3,Microphthalmus_sp,0
2016,2.1,Microphthalmus_sp,0
2016,2.2,Microphthalmus_sp,0
2016,2.3,Microphthalmus_sp,0
2016,3.1,Microphthalmus_sp,0
2016,3.2,Microphthalmus_sp,0
2016,3.3,Microphthalmus_sp,2
2016,4.1,Microphthalmus_sp,0
2016,4.2,Microphthalmus_sp,0
2016,4.3,Microphthalmus_sp,0
2016,5.1,Microphthalmus_sp,0
2016,5.2,Microphthalmus_sp,0
2016,5.3,Microphthalmus_sp,0
2016,1.1,Monoculodes_sp,0
2016,1.2,Monoculodes_sp,4
2016,1.3,Monoculodes_sp,2
2016,2.1,Monoculodes_sp,0
2016,2.2,Monoculodes_sp,0
2016,2.3,Monoculodes_sp,0
2016,3.1,Monoculodes_sp,2
2016,3.2,Monoculodes_sp,0
2016,3.3,Monoculodes_sp,1
2016,4.1,Monoculodes_sp,0
2016,4.2,Monoculodes_sp,1
2016,4.3,Monoculodes_sp,0
2016,5.1,Monoculodes_sp,4
2016,5.2,Monoculodes_sp,2
2016,5.3,Monoculodes_sp,2
2016,1.1,Mya_sp,2
2016,1.2,Mya_sp,1
2016,1.3,Mya_sp,1
2016,2.1,Mya_sp,0
2016,2.2,Mya_sp,0
2016,2.3,Mya_sp,0
2016,3.1,Mya_sp,0
2016,3.2,Mya_sp,0
2016,3.3,Mya_sp,0
2016,4.1,Mya_sp,0
2016,4.2,Mya_sp,0
2016,4.3,Mya_sp,2
2016,5.1,Mya_sp,0
2016,5.2,Mya_sp,0
2016,5.3,Mya_sp,0
2016,1.1,Mytilus_sp,0
2016,1.2,Mytilus_sp,0
2016,1.3,Mytilus_sp,0
2016,2.1,Mytilus_sp,0
2016,2.2,Mytilus_sp,11
2016,2.3,Mytilus_sp,0
2016,3.1,Mytilus_sp,4
2016,3.2,Mytilus_sp,0
2016,3.3,Mytilus_sp,0
2016,4.1,Mytilus_sp,1
2016,4.2,Mytilus_sp,168
2016,4.3,Mytilus_sp,33
2016,5.1,Mytilus_sp,0
2016,5.2,Mytilus_sp,0
2016,5.3,Mytilus_sp,0
2016,1.1,Nemertini,0
2016,1.2,Nemertini,0
2016,1.3,Nemertini,0
2016,2.1,Nemertini,10
2016,2.2,Nemertini,7
2016,2.3,Nemertini,3
2016,3.1,Nemertini,0
2016,3.2,Nemertini,0
2016,3.3,Nemertini,0
2016,4.1,Nemertini,19
2016,4.2,Nemertini,19
2016,4.3,Nemertini,51
2016,5.1,Nemertini,7
2016,5.2,Nemertini,10
2016,5.3,Nemertini,3
2016,1.1,Nephthys_coeca,2
2016,1.2,Nephthys_coeca,1
2016,1.3,Nephthys_coeca,0
2016,2.1,Nephthys_coeca,0
2016,2.2,Nephthys_coeca,0
2016,2.3,Nephthys_coeca,0
2016,3.1,Nephthys_coeca,0
2016,3.2,Nephthys_coeca,0
2016,3.3,Nephthys_coeca,0
2016,4.1,Nephthys_coeca,0
2016,4.2,Nephthys_coeca,0
2016,4.3,Nephthys_coeca,0
2016,5.1,Nephthys_coeca,0
2016,5.2,Nephthys_coeca,0
2016,5.3,Nephthys_coeca,0
2016,1.1,Nicomache_minor,0
2016,1.2,Nicomache_minor,0
2016,1.3,Nicomache_minor,1
2016,2.1,Nicomache_minor,0
2016,2.2,Nicomache_minor,0
2016,2.3,Nicomache_minor,0
2016,3.1,Nicomache_minor,0
2016,3.2,Nicomache_minor,0
2016,3.3,Nicomache_minor,0
2016,4.1,Nicomache_minor,0
2016,4.2,Nicomache_minor,0
2016,4.3,Nicomache_minor,0
2016,5.1,Nicomache_minor,0
2016,5.2,Nicomache_minor,0
2016,5.3,Nicomache_minor,0
2016,1.1,Oenopota_sp,0
2016,1.2,Oenopota_sp,0
2016,1.3,Oenopota_sp,0
2016,2.1,Oenopota_sp,0
2016,2.2,Oenopota_sp,0
2016,2.3,Oenopota_sp,0
2016,3.1,Oenopota_sp,0
2016,3.2,Oenopota_sp,0
2016,3.3,Oenopota_sp,0
2016,4.1,Oenopota_sp,0
2016,4.2,Oenopota_sp,0
2016,4.3,Oenopota_sp,0
2016,5.1,Oenopota_sp,1
2016,5.2,Oenopota_sp,0
2016,5.3,Oenopota_sp,3
2016,1.1,Oligochaeta,0
2016,1.2,Oligochaeta,0
2016,1.3,Oligochaeta,0
2016,2.1,Oligochaeta,0
2016,2.2,Oligochaeta,0
2016,2.3,Oligochaeta,0
2016,3.1,Oligochaeta,0
2016,3.2,Oligochaeta,0
2016,3.3,Oligochaeta,1
2016,4.1,Oligochaeta,0
2016,4.2,Oligochaeta,0
2016,4.3,Oligochaeta,0
2016,5.1,Oligochaeta,0
2016,5.2,Oligochaeta,0
2016,5.3,Oligochaeta,0
2016,1.1,Ophiura_robusta,0
2016,1.2,Ophiura_robusta,0
2016,1.3,Ophiura_robusta,0
2016,2.1,Ophiura_robusta,0
2016,2.2,Ophiura_robusta,0
2016,2.3,Ophiura_robusta,0
2016,3.1,Ophiura_robusta,0
2016,3.2,Ophiura_robusta,1
2016,3.3,Ophiura_robusta,1
2016,4.1,Ophiura_robusta,0
2016,4.2,Ophiura_robusta,0
2016,4.3,Ophiura_robusta,0
2016,5.1,Ophiura_robusta,0
2016,5.2,Ophiura_robusta,0
2016,5.3,Ophiura_robusta,0
2016,1.1,Orchomenella_sp,0
2016,1.2,Orchomenella_sp,0
2016,1.3,Orchomenella_sp,0
2016,2.1,Orchomenella_sp,0
2016,2.2,Orchomenella_sp,0
2016,2.3,Orchomenella_sp,1
2016,3.1,Orchomenella_sp,0
2016,3.2,Orchomenella_sp,0
2016,3.3,Orchomenella_sp,0
2016,4.1,Orchomenella_sp,0
2016,4.2,Orchomenella_sp,0
2016,4.3,Orchomenella_sp,0
2016,5.1,Orchomenella_sp,0
2016,5.2,Orchomenella_sp,0
2016,5.3,Orchomenella_sp,0
2016,1.1,Paroedicerus_lynceus,0
2016,1.2,Paroedicerus_lynceus,0
2016,1.3,Paroedicerus_lynceus,0
2016,2.1,Paroedicerus_lynceus,13
2016,2.2,Paroedicerus_lynceus,5
2016,2.3,Paroedicerus_lynceus,20
2016,3.1,Paroedicerus_lynceus,0
2016,3.2,Paroedicerus_lynceus,0
2016,3.3,Paroedicerus_lynceus,0
2016,4.1,Paroedicerus_lynceus,0
2016,4.2,Paroedicerus_lynceus,0
2016,4.3,Paroedicerus_lynceus,0
2016,5.1,Paroedicerus_lynceus,0
2016,5.2,Paroedicerus_lynceus,0
2016,5.3,Paroedicerus_lynceus,0
2016,1.1,Pectinaria_hyperborea,2
2016,1.2,Pectinaria_hyperborea,0
2016,1.3,Pectinaria_hyperborea,2
2016,2.1,Pectinaria_hyperborea,0
2016,2.2,Pectinaria_hyperborea,0
2016,2.3,Pectinaria_hyperborea,0
2016,3.1,Pectinaria_hyperborea,1
2016,3.2,Pectinaria_hyperborea,1
2016,3.3,Pectinaria_hyperborea,0
2016,4.1,Pectinaria_hyperborea,0
2016,4.2,Pectinaria_hyperborea,0
2016,4.3,Pectinaria_hyperborea,0
2016,5.1,Pectinaria_hyperborea,0
2016,5.2,Pectinaria_hyperborea,0
2016,5.3,Pectinaria_hyperborea,0
2016,1.1,Pholoe_minuta,0
2016,1.2,Pholoe_minuta,0
2016,1.3,Pholoe_minuta,2
2016,2.1,Pholoe_minuta,1
2016,2.2,Pholoe_minuta,0
2016,2.3,Pholoe_minuta,0
2016,3.1,Pholoe_minuta,0
2016,3.2,Pholoe_minuta,0
2016,3.3,Pholoe_minuta,0
2016,4.1,Pholoe_minuta,0
2016,4.2,Pholoe_minuta,0
2016,4.3,Pholoe_minuta,1
2016,5.1,Pholoe_minuta,0
2016,5.2,Pholoe_minuta,0
2016,5.3,Pholoe_minuta,0
2016,1.1,Phyllodoce_sp,0
2016,1.2,Phyllodoce_sp,0
2016,1.3,Phyllodoce_sp,0
2016,2.1,Phyllodoce_sp,2
2016,2.2,Phyllodoce_sp,0
2016,2.3,Phyllodoce_sp,1
2016,3.1,Phyllodoce_sp,0
2016,3.2,Phyllodoce_sp,0
2016,3.3,Phyllodoce_sp,0
2016,4.1,Phyllodoce_sp,0
2016,4.2,Phyllodoce_sp,0
2016,4.3,Phyllodoce_sp,0
2016,5.1,Phyllodoce_sp,1
2016,5.2,Phyllodoce_sp,0
2016,5.3,Phyllodoce_sp,0
2016,1.1,Polycirrus_medusa,0
2016,1.2,Polycirrus_medusa,0
2016,1.3,Polycirrus_medusa,0
2016,2.1,Polycirrus_medusa,0
2016,2.2,Polycirrus_medusa,0
2016,2.3,Polycirrus_medusa,2
2016,3.1,Polycirrus_medusa,0
2016,3.2,Polycirrus_medusa,0
2016,3.3,Polycirrus_medusa,0
2016,4.1,Polycirrus_medusa,1
2016,4.2,Polycirrus_medusa,0
2016,4.3,Polycirrus_medusa,9
2016,5.1,Polycirrus_medusa,0
2016,5.2,Polycirrus_medusa,1
2016,5.3,Polycirrus_medusa,0
2016,1.1,Polydora_quadrilobata,0
2016,1.2,Polydora_quadrilobata,0
2016,1.3,Polydora_quadrilobata,0
2016,2.1,Polydora_quadrilobata,27
2016,2.2,Polydora_quadrilobata,8
